oracle_id,finding_slug,repo_slug,finding_id_norm,source_category,web3bugs_status,web3bugs_ids,web3bugs_dirs,web3bugs_basis,mvbench_status,mvbench_candidate_sheets,finding_match_count,b0_match_count,matched_ablations,matched_types,source_root_cause,source_exploitation_method
TOSEM-RC-INCORRECT-LOGIC-UPDATE-022,2022-11-stakehouse#h-08,2022-11-stakehouse,H-08,Incorrect Logic Update,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},The idleETH is decremented before LP token burning.,"The reward calculation is wrong, and the attacker calls the withdrawETH() function to steal ETH."
TOSEM-RC-INCORRECT-LOGIC-UPDATE-023,2023-01-timeswap#h-03,2023-01-timeswap,H-03,Incorrect Logic Update,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},The calculation of variables like long0Fees and long1Fees is executed only after the transferFees() function call.,"The incorrect calculation of the long0Fees, long1Fees and other variables used to calculate fees caused the transfer fee to always be zero."
TOSEM-RC-INCORRECT-LOGIC-UPDATE-024,2022-12-tessera#h-04,2022-12-tessera,H-04,Incorrect Logic Update,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},Update pendingBalances only after new proposal creation.,"The old proposer loses the deposit, and the new proposer can repeat the proposal."
TOSEM-RC-INCORRECT-LOGIC-UPDATE-025,2023-02-malt#h-06,2023-02-malt,H-06,Incorrect Logic Update,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},Call syncGlobalCollateral() at the end of stabilize().,Using an outdated collateralRatio for stabilization calculations can make stabilization operations inaccurate and may cause tokens to depeg.
TOSEM-RC-INCORRECT-LOGIC-UPDATE-026,2023-02-malt#h-05,2023-02-malt,H-05,Incorrect Logic Update,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},The profit distribution ratio is calculated before updating the dependent values.,"Using inaccurate values ​​when allocating profits leads to incorrect profit distribution, causing LPs (liquidity providers) to receive too much profit."
TOSEM-RC-INCORRECT-LOGIC-UPDATE-027,2023-02-malt#h-02,2023-02-malt,H-02,Incorrect Logic Update,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},The location of the _fillInEpochGaps() call is incorrect.,"fillInEpochGaps() did not correctly calculate and request rewards from overflowPool, resulting in lost rewards for unprofitable epochs."
TOSEM-RC-INCORRECT-LOGIC-UPDATE-028,2023-04-party#h-07,2023-04-party,H-07,Incorrect Logic Update,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},Decrement the ethAvailable before each contributeFor() call.,"When a contribution fails, the remaining ETH is not correctly calculated and refunded to the user, resulting in the user losing funds."
TOSEM-RC-INCORRECT-LOGIC-UPDATE-029,2023-07-axelar#h-01,2023-07-axelar,H-01,Incorrect Logic Update,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},expressReceiveTokenWithData() delays state updates until after token transfers.,Stealing funds in cross-chain transfers using reentry attacks.
TOSEM-RC-INCORRECT-LOGIC-UPDATE-030,2023-08-dopex#h-05,2023-08-dopex,H-05,Incorrect Logic Update,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},Call previewDeposit() before updateFunding().,The value of the assets calculated at the time of redemption included additional funds for an undeserved profit.
TOSEM-RC-INCORRECT-LOGIC-UPDATE-031,2024-03-abracadabra-money#h-01,2024-03-abracadabra-money,H-01,Incorrect Logic Update,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},Reserves updates precede TWAP updates.,"Manipulate reserve values prior to TWAP updates, manipulate prices and profit on subsequent trades."
TOSEM-RC-INCORRECT-LOGIC-UPDATE-032,2024-03-revert-lend#h-02,2024-03-revert-lend,H-02,Incorrect Logic Update,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},The cleanupLoan() function is called before _updateAndCheckCollateral().,"A reentry attack is utilized to update debt shares multiple times, manipulate borrowing caps, and prevent other users from borrowing."
TOSEM-RC-INCORRECT-LOGIC-UPDATE-033,2024-06-playfi-proleague#h-2,2024-06-playfi-proleague,H-02,Incorrect Logic Update,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},"Send the referral commission before updating state variables (totalClaimed, totalLicenses).",The attacker used a reentrancy attack to purchase quantities exceeding the permitted limit.
TOSEM-RC-INCORRECT-LOGIC-UPDATE-034,2021-08-yield#h-02,2021-08-yield,H-02,Incorrect Logic Update,web3bugs_id_found,25,25,reports_slug,repo_sheet_no_finding,25,0,0,{},{},The _updateRewardsPerToken function early returns when totalSupply is zero.,"When minting for the first time, the user mistakenly received all the rewards from the previous reward period."
TOSEM-RC-INCORRECT-LOGIC-UPDATE-035,2021-11-streaming#h-08,2021-11-streaming,H-08,Incorrect Logic Update,web3bugs_id_found,62,62,reports_slug,web3bugs_id_no_mvbench_sheet,,0,0,{},{},ts.tokens == 0 causes ts.lastUpdate to remain unupdated.,"Ts.token was miscalculated, resulting in the extraction of more tokens than it should have been."
TOSEM-RC-INCORRECT-LOGIC-UPDATE-036,2021-12-defiprotocol#h-01,2021-12-defiprotocol,H-01,Incorrect Logic Update,web3bugs_id_found,65,65,reports_slug,web3bugs_id_no_mvbench_sheet,,0,0,{},{},lastFee is not updated in the handleFees function when totalSupply is zero.,"When the basket is replenished, the cost will be calculated based on the incorrect time difference."
TOSEM-RC-INCORRECT-LOGIC-UPDATE-037,2022-10-traderjoe#h-05,2022-10-traderjoe,H-05,Incorrect Logic Update,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},Exception handling for the zero address (address(0)) and the contract's own address (address(this)) skips _cacheFees updates for these addresses.,Exploiting faulty accounting logic to bypass proper fee accumulation when collectFees() is called and steal reserve assets.
TOSEM-RC-INCORRECT-LOGIC-UPDATE-038,2022-10-juicebox#h-01,2022-10-juicebox,H-01,Incorrect Logic Update,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},"When _dontMint is true, the function immediately returns without incrementing the user's creditsOf balance.","The user's payment amount was not correctly added to the credit balance, resulting in lost funds."
TOSEM-RC-INCORRECT-LOGIC-UPDATE-039,2023-02-malt#h-01,2023-02-malt,H-01,Incorrect Logic Update,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},The _sendToDistributor() function early returns if amount == 0.,"The cumulative APR was not calculated correctly, affecting the target APR calculation in updateDesiredAPR()."
TOSEM-RC-INCORRECT-LOGIC-UPDATE-040,2024-06-strateg-proleague#h-4,2024-06-strateg-proleague,H-04,Incorrect Logic Update,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},lastClaimTotalRewards only updates when feeClaimable is greater than 0.,The attacker transferred the balances of the two tokenIds and stole the rewards from the contract multiple times by repeatedly claiming the rewards.
TOSEM-RC-INITIALIZATION-RE-INITIALIZATION-OMISSION-001,2022-11-debtdao#h-05,2022-11-debtdao,H-05,Initialization / Re-initialization Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},The ids[] array is not reordered to place new loans at the ids[0] position.,Errors in recording new loans enabled borrowers to create loans that could not be liquidated.
TOSEM-RC-INITIALIZATION-RE-INITIALIZATION-OMISSION-002,2023-08-verwa#h-03,2023-08-verwa,H-03,Initialization / Re-initialization Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},The add_gauge() function does not initialize the time_weight value when adding a new gauge.,Initial weights that are not set correctly can result in incorrect calculation of voting rights associated with gauges.
TOSEM-RC-INITIALIZATION-RE-INITIALIZATION-OMISSION-003,2023-09-venus#h-01,2023-09-venus,H-01,Initialization / Re-initialization Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},The stakedAt timestamp is not reinitialized when a user obtains non-revocable Prime tokens.,Users repeatedly claim Prime token without pledging XVS.
TOSEM-RC-INITIALIZATION-RE-INITIALIZATION-OMISSION-004,2023-12-ethereumcreditguild#h-01,2023-12-ethereumcreditguild,H-01,Initialization / Re-initialization Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},The user's userGaugeProfitIndex is not properly initialized during the first call to claimGaugeRewards().,Subsequent bias in the calculation of rewards allows the attacker to be rewarded directly.
TOSEM-RC-INITIALIZATION-RE-INITIALIZATION-OMISSION-005,2024-01-salty#h-02,2024-01-salty,H-02,Initialization / Re-initialization Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},The virtualRewards is not initialized when liquidity is first provided to the protocol.,Ability to incorrectly claim all rewards in the pool due to lack of virtual reward deductions.
TOSEM-RC-INITIALIZATION-RE-INITIALIZATION-OMISSION-006,2024-02-ai-arena#h-07,2024-02-ai-arena,H-07,Initialization / Re-initialization Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},"In the constructor, only the 0th Generation (Generation 0) is initialized as 3, while subsequent generations (Generation 1, Generation 2, etc.) are not initialized.","The mapping is uninitialized, resulting in a rollback of the calculation with a divide-by-zero error."
TOSEM-RC-INITIALIZATION-RE-INITIALIZATION-OMISSION-007,2024-03-dittoeth#h-04,2024-03-dittoeth,H-04,Initialization / Re-initialization Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},"After the purchase order is matched, when the ERC quantity is lower than the defined minimum value, the order will not be added to the market for initialization.","A partially filled short record has no associated short order, which makes it impossible for the user to exit the short position or perform liquidation operations."
TOSEM-RC-INITIALIZATION-RE-INITIALIZATION-OMISSION-008,2024-07-munchables#h-05,2024-07-munchables,H-05,Initialization / Re-initialization Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},"When the token is transferred from an invalid plot to a valid one, the user's ""dirty"" flag is not reinitialized.",Reward calculation was skipped by mistake.
TOSEM-RC-INITIALIZATION-RE-INITIALIZATION-OMISSION-009,2024-07-optimism#h-03,2024-07-optimism,H-03,Initialization / Re-initialization Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},"In the initLPP function, the LPPMetadata data structure is not initialized.","Repeatedly calling the initLPP() function modifies the claimedSize and partOffset of LPP, resulting in incorrect state hashing."
TOSEM-RC-VARIABLE-OMISSION-001,2021-04-marginswap#h-07,2021-04-marginswap,H-07,Variable Omission,web3bugs_id_found,3,3,reports_slug,web3bugs_id_no_mvbench_sheet,,0,0,{},{},There is a lack of mapping to avoid repeatedly depositing the same token.,Multiple deposits of the same token resulted in duplicate token records in the account. holdingTokens array.
TOSEM-RC-VARIABLE-OMISSION-002,2022-12-backed#h-01,2022-12-backed,H-01,Variable Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},The variable for accumulating and storing the remaining debt after each auction is lacking.,"The debt was not properly liquidated, resulting in the auction proceeds going directly to the borrower."
TOSEM-RC-VARIABLE-OMISSION-003,2023-03-neotokyo#h-01,2023-03-neotokyo,H-01,Variable Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},There is a lack of variables for tracking the reward distribution of each point.,"The reward calculation did not correctly reflect the changes in the total points of the pool, affecting the user's rewards."
TOSEM-RC-VARIABLE-OMISSION-004,2023-03-mute#h-01,2023-03-mute,H-01,Variable Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},A variable for tracking the current period number is missing.,"max_buy was miscalculated, causing users to incorrectly buy the next period's worth of bonds at a lower price than expected."
TOSEM-RC-VARIABLE-OMISSION-005,2023-04-party#h-08,2023-04-party,H-08,Variable Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},A mapping for tracking whether a veto vote has been cast is missing.,"Users can vote down the same proposal multiple times, allowing users with a small number of votes to veto any proposal."
TOSEM-RC-VARIABLE-OMISSION-006,2023-05-particle#h-06,2023-05-particle,H-06,Variable Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},There is a lack of a flag for indicating that the purchase operation of the contract is underway.,"onERC721Received() creates two pledge rights in the intermediate state, resulting in the same NFT being bound to two different pledge rights."
TOSEM-RC-VARIABLE-OMISSION-007,2023-07-tapioca#h-20,2023-07-tapioca,H-20,Variable Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},"When liquidate() performs clearing operations for multiple users, it uses the same minAssetAmount value and lacks variables for different records.","The liquidation amount was inaccurate, resulting in losses to both the liquidator and the agreement."
TOSEM-RC-VARIABLE-OMISSION-008,2024-01-renft#h-07,2024-01-renft,H-07,Variable Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},Different hash values corresponding to different orders are lacking.,"Creating multiple similar partially filled orders results in the same order hash value, which allows the partial asset to be locked."
TOSEM-RC-VARIABLE-OMISSION-009,2024-05-bakerfi#h-04,2024-05-bakerfi,H-04,Variable Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},"The ""amountOutMinimum"" parameter is missing for slippage protection.","The attacker can manipulate the transaction price through a front-running attack, causing the output amount of the swap to be lower than expected."
TOSEM-RC-VARIABLE-OMISSION-010,2024-04-gondi#h-17,2024-04-gondi,H-17,Variable Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},A type field is missing in the signature to distinguish different operation types.,"The attacker used the signature of refinanceFull() to prepend addNewTranche(), causing the loan amount to be approximately twice the original amount."
TOSEM-RC-VARIABLE-OMISSION-011,2024-06-strateg-proleague#h-1,2024-06-strateg-proleague,H-01,Variable Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},There is a lack of a list of processed tokens to ensure that the same generation of tokens will not be counted multiple times.,"The attacker repeatedly calculated the balance of Token B, inflated the total assets, and then obtained more shares at a low price."
TOSEM-RC-VARIABLE-OMISSION-012,2024-09-legion-evm-zenith#h-3,2024-09-legion-evm-zenith,H-03,Variable Omission,no_web3bugs_id,,,,no_web3bugs_id,,0,0,{},{},A Boolean flag indicating whether the funds have been withdrawn is missing.,The withdrawCapital() function can be called multiple times until all remaining capital in the contract is withdrawn.
