web3bugs_id,mvbench_sheet,oracle_id,source_dataset,source_category,source_subcategory,reporting_time,bug_link,finding_slug,contest_slug,finding_id,project_slug,finding_title,source_root_cause,source_exploitation_method,source_fix_strategy,evidence_source,overlaps_mvscan_eval_repo,mvbench_candidate_rows,annotator_1_semantic_label,annotator_1_mvsi_subtype,annotator_1_strict_b0_match,annotator_1_matched_b0_bucket_id,annotator_1_fn_reason,annotator_1_notes
107,107,WEB3BUGS-107-H-02,Code4rena,High,S2-1,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/10,2022-04-jpegd#h-02,2022-04-jpegd,H-02,jpegd,"Existing user's locked JPEG could be overwritten by new user, causing permanent loss of JPEG funds",JPEGLock indexes lock positions only by NFT index and lockFor overwrites an existing schedule without releasing the prior owner's locked JPEG.,"A second user finalizes a value proposal for the same NFT index, replacing the first user's lock schedule; the first user can no longer unlock their JPEG.",Release any existing lock before overwriting it or reject finalization while a lock exists.,Web3Bugs report 107.md; Code4rena report; GitHub issue 10; local JPEGd contracts,yes,"sheet=107 | row=5 | abl=B0 | type=FP | finding=[multi_var_cross_contract] nftTypes, nftValueETH, {fallbackOracle, floorOracle, nftTypeValueETH, nftValueETH} tx-set -> finalizePendingNFTValueETH(uint256), getNFTInfo(uint256) • write contracts/vaults/NFTVault.sol:377 (NFTVault.('finalizePendingNFTValueETH', ['uint256'], [])) • write contracts/vaults/NFTVault.sol:378 (NFTVault.('finalizePendingNFTValueETH', ['uint256'], [])) • read contracts/vaults/NFTVault.sol:486 (NFTVault.('getNFTInfo', ['uint256'], ['NFTVault.NFTInfo'])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=6 | abl=B0 | type=FP | finding=[multi_var_cross_contract] nftTypes, nftValueETH, {fallbackOracle, floorOracle, nftTypeValueETH, nftValueETH} tx-set -> finalizePendingNFTValueETH(uint256), showPosition(uint256) • write contracts/vaults/NFTVault.sol:377 (NFTVault.('finalizePendingNFTValueETH', ['uint256'], [])) • write contracts/vaults/NFTVault.sol:378 (NFTVault.('finalizePendingNFTValueETH', ['uint256'], [])) • read contracts/vaults/NFTVault.sol:651 (NFTVault.('showPosition', ['uint256'], ['NFTVault.PositionPreview'])) • read contracts/vaults/NFTVault.sol:422 (NFTVault.('_getNFTValueETH', ['uint256'], ['uint256'])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=8 | abl=B0 | type=FP | finding=[single_var_cross_tx] pendingNFTValueETH tx-set -> finalizePendingNFTValueETH(uint256) • write contracts/vaults/NFTVault.sol:380 (NFTVault.('finalizePendingNFTValueETH', ['uint256'], [])) • read contracts/vaults/NFTVault.sol:364 (NFTVault.('finalizePendingNFTValueETH', ['uint256'], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=128 | abl=B2 | type=FP | finding=[single_var_cross_tx] positions tx-set -> deposit(uint256,uint256), unlock(uint256) • write contracts/lock/JPEGLock.sol:56 (JPEGLock.('lockFor', ['address', 'uint256', 'uint256'], [])) • read contracts/lock/JPEGLock.sol:69 (JPEGLock.('unlock', ['uint256'], [])) | report= | comments=",MV-SI,Type-II-asset-utility,no,NA-no-strict-B0-match,FN7-bucket-adjacent-not-strict,"invariant=Each NFT-index lock schedule must remain synchronized with the JPEG amount and owner whose funds were locked for that index. | entities=JPEGLock.positions[nftIndex].owner, JPEGLock.positions[nftIndex].lockAmount, JPEG balance held by JPEGLock, NFTVault pending/custom NFT value | primary=JPEG tokens locked for the existing owner | counterpart=JPEGLock.positions[nftIndex] owner/amount schedule | external_proxy=NFTVault pendingNFTValueETH/nftValueETH | desync=finalizePendingNFTValueETH calls lockFor for the same NFT index, replacing the prior schedule without releasing the previous locked amount. | sink=access-control | impact=loss | attacker=governance-participant | label_notes=MV-SI through lock-accounting overwrite. B0 rows 5/6/8 are adjacent finalizePendingNFTValueETH valuation-state rows but omit JPEGLock.positions ownership and lockAmount; non-B0 row 128 captures the JPEGLock positions write/read but is outside the strict B0 numerator. | strict_match=B0 rows 5/6/8 reach finalizePendingNFTValueETH NFT valuation state but omit the JPEGLock.positions ownership/lock-amount overwrite. Non-B0 row 128 is closer to the lockFor/unlock path but cannot count as strict B0."
107,107,WEB3BUGS-107-H-03,Code4rena,High,L1,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/227,2022-04-jpegd#h-03,2022-04-jpegd,H-03,jpegd,Update initializer modifier to prevent reentrancy during initialization,The project depends on OpenZeppelin Initializable versions with a known initializer reentrancy vulnerability.,A reentrant initialization path can observe or mutate initialization state before the initializer guard has safely completed.,Upgrade OpenZeppelin contracts and contracts-upgradeable to 4.4.1 or later.,Web3Bugs report 107.md; Code4rena report; GitHub issue 227; local JPEGd contracts,yes,,SV-SI,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,invariant=Initializer execution state should not be reentered while initialization is incomplete. | entities=Initializable initializer state | primary=initializer state | external_proxy=initializer call stack | desync=Vulnerable initializer modifier permits reentrant initialization before the initialization state is fully finalized. | sink=access-control | impact=loss | attacker=unprivileged | label_notes=Initializer reentrancy / single execution-state issue. Reentrancy is excluded from strict MV-SI and is labeled SV-SI here. | strict_match=Not in MV-SI recall denominator.
107,107,WEB3BUGS-107-H-04,Code4rena,High,L1,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/81,2022-04-jpegd#h-04,2022-04-jpegd,H-04,jpegd,Reentrancy issue in yVault.deposit,"yVault.deposit caches balanceBefore before safeTransferFrom, and callback-enabled tokens can reenter before the outer mint uses that stale balance.",An attacker splits a deposit and reenters during transferFrom so the outer call mints too many shares against stale balance/supply state.,Move safeTransferFrom after share calculation/effects or add reentrancy protection.,Web3Bugs report 107.md; Code4rena report; GitHub issue 81; local JPEGd contracts,yes,,SV-SI,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=deposit share minting must consume a current vault balance for the active mint execution. | entities=balanceBefore cached vault balance, totalSupply() during reentrant deposit | primary=cached balanceBefore | external_proxy=token callback hook | desync=safeTransferFrom executes before mint effects complete, allowing reentry before the outer deposit consumes the cached balanceBefore. | sink=mint | impact=overmint | attacker=callback-enabled-token | label_notes=Reentrant stale cached balance/supply issue. Reentrancy is excluded from MV-SI under criterion 5, so this is SV-SI. | strict_match=Not in MV-SI recall denominator."
107,107,WEB3BUGS-107-H-05,Code4rena,High,O1,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/56,2022-04-jpegd#h-05,2022-04-jpegd,H-05,jpegd,yVaultLPFarming: No guarantee JPEG currentBalance > previousBalance,YVaultLPFarming assumes current claimable/local JPEG balance never falls below previousBalance when computing new rewards.,"Farm migration, strategy migration, or reward-token handling can reduce vault.balanceOfJPEG()+local JPEG and make deposits/withdrawals revert from underflow.",Treat currentBalance <= previousBalance as no new rewards or otherwise account for shortfalls explicitly.,Web3Bugs report 107.md; Code4rena report; GitHub issue 56; local JPEGd contracts,yes,"sheet=107 | row=42 | abl=B0 | type=FP | finding=[multi_var_cross_contract] userPendingRewards, {TMP_1305, balanceOf, rewardShare, userLastAccRewardPerShare, userPendingRewards} tx-set -> claim() • write contracts/farming/yVaultLPFarming.sol:141 (YVaultLPFarming.('claim', [], [])) • read contracts/farming/yVaultLPFarming.sol:138 (YVaultLPFarming.('claim', [], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=171 | abl=B3 | type=FP | finding=[multi_var_cross_contract] {TMP_1305, balanceOf, rewardShare, userLastAccRewardPerShare, userPendingRewards} tx-set -> claim(), deposit(uint256) • write contracts/farming/yVaultLPFarming.sol:141 (YVaultLPFarming.('claim', [], [])) • read contracts/vaults/yVault/yVault.sol:147 (YVault.('deposit', ['uint256'], [])) | report= | comments= || sheet=107 | row=172 | abl=B3 | type=FP | finding=[multi_var_cross_contract] {TMP_1305, balanceOf, rewardShare, userLastAccRewardPerShare, userPendingRewards} tx-set -> claim(), withdraw(uint256) • write contracts/farming/yVaultLPFarming.sol:141 (YVaultLPFarming.('claim', [], [])) • read contracts/vaults/yVault/yVault.sol:169 (YVault.('withdraw', ['uint256'], [])) | report= | comments=",MV-SI,Type-I-temporal-checkpoint,no,NA-no-strict-B0-match,FN7-bucket-adjacent-not-strict,"invariant=The yVaultLPFarming previousBalance reward checkpoint must remain synchronized with the current claimable/local JPEG reward balance before reward accounting updates. | entities=previousBalance, vault.balanceOfJPEG(), jpeg.balanceOf(YVaultLPFarming), accRewardPerShare, totalStaked | primary=current claimable/local JPEG reward balance | counterpart=previousBalance reward checkpoint | external_proxy=yVault/controller/strategy JPEG reward state | desync=Reward-source migration or balance decrease changes currentBalance without synchronizing previousBalance before _computeUpdate subtracts it. | sink=accounting | impact=DoS | attacker=privileged-or-strategy-condition | label_notes=MV-SI over reward checkpoint versus external reward-balance state; adjacent B0 row 42 and B3 rows 171/172 do not include previousBalance/currentBalance shortfall. | strict_match=B0 row 42 is an adjacent yVaultLPFarming reward-accounting bucket; it omits previousBalance/currentBalance shortfall and the deposit/withdraw revert path."
107,107,WEB3BUGS-107-H-06,Code4rena,High,O1,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/80,2022-04-jpegd#h-06,2022-04-jpegd,H-06,jpegd,Setting new controller can break YVaultLPFarming,yVault.setController can change the controller.balanceOfJPEG source used by YVaultLPFarming without synchronizing the farm reward checkpoint.,"A new controller reports less JPEG than the previous one, so _computeUpdate underflows and farm withdrawals/deposits fail.",Perform a coordinated migration/accrual when replacing the controller or handle balance decreases in the farm.,Web3Bugs report 107.md; Code4rena report; GitHub issue 80; local JPEGd contracts,yes,"sheet=107 | row=42 | abl=B0 | type=FP | finding=[multi_var_cross_contract] userPendingRewards, {TMP_1305, balanceOf, rewardShare, userLastAccRewardPerShare, userPendingRewards} tx-set -> claim() • write contracts/farming/yVaultLPFarming.sol:141 (YVaultLPFarming.('claim', [], [])) • read contracts/farming/yVaultLPFarming.sol:138 (YVaultLPFarming.('claim', [], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=171 | abl=B3 | type=FP | finding=[multi_var_cross_contract] {TMP_1305, balanceOf, rewardShare, userLastAccRewardPerShare, userPendingRewards} tx-set -> claim(), deposit(uint256) • write contracts/farming/yVaultLPFarming.sol:141 (YVaultLPFarming.('claim', [], [])) • read contracts/vaults/yVault/yVault.sol:147 (YVault.('deposit', ['uint256'], [])) | report= | comments= || sheet=107 | row=172 | abl=B3 | type=FP | finding=[multi_var_cross_contract] {TMP_1305, balanceOf, rewardShare, userLastAccRewardPerShare, userPendingRewards} tx-set -> claim(), withdraw(uint256) • write contracts/farming/yVaultLPFarming.sol:141 (YVaultLPFarming.('claim', [], [])) • read contracts/vaults/yVault/yVault.sol:169 (YVault.('withdraw', ['uint256'], [])) | report= | comments=",MV-SI,Type-I-temporal-checkpoint,no,NA-no-strict-B0-match,FN7-bucket-adjacent-not-strict,"invariant=YVaultLPFarming's previousBalance checkpoint must be synchronized with the controller-derived JPEG reward source used for currentBalance. | entities=previousBalance, vault.controller, controller.balanceOfJPEG(token), accRewardPerShare, totalStaked | primary=controller-derived current JPEG reward balance | counterpart=previousBalance reward checkpoint | external_proxy=new yVault controller | desync=setController changes the external reward-balance source without updating previousBalance before _computeUpdate subtracts it. | sink=accounting | impact=DoS | attacker=privileged | label_notes=Same reward-checkpoint invariant as H-05, specialized to controller replacement. Adjacent candidate rows do not capture controller replacement or previousBalance. | strict_match=B0 row 42 is an adjacent yVaultLPFarming reward-accounting bucket; it omits controller replacement and previousBalance/currentBalance shortfall."
107,107,WEB3BUGS-107-H-07,Code4rena,High,O1,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/57,2022-04-jpegd#h-07,2022-04-jpegd,H-07,jpegd,Controller: Strategy migration will fail,Controller strategy migration calls withdraw(address(jpeg)) even though StrategyPUSDConvex rejects JPEG in its generic withdraw path.,"setStrategy reverts during migration because the strategy blacklists JPEG, preventing controller migration.",Use the strategy's withdrawJPEG path during migration.,Web3Bugs report 107.md; Code4rena report; GitHub issue 57; local JPEGd contracts,yes,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=Strategy migration should use an asset-withdrawal path supported by the current strategy. | entities=controller strategy migration path, StrategyPUSDConvex JPEG blacklist | primary=Controller.setStrategy migration call | counterpart=StrategyPUSDConvex withdrawJPEG support | desync=Controller invokes the wrong strategy withdrawal method for JPEG during migration. | sink=external-call | impact=DoS | attacker=privileged | label_notes=API/path mismatch during privileged migration; not a stale coupled-state invariant. | strict_match=Not in MV-SI recall denominator."
107,107,WEB3BUGS-107-H-08,Code4rena,High,O5,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/139,2022-04-jpegd#h-08,2022-04-jpegd,H-08,jpegd,"StrategyPUSDConvex.balanceOfJPEG uses incorrect function signature while calling extraReward.earned, causing the function to unexpectedly revert everytime",balanceOfJPEG calls extraReward.earned() without the account argument required by Convex reward pools.,"Any path depending on balanceOfJPEG reverts, making yVaultLPFarming unusable and blocking reward accounting.",Call earned(address(this)) and include the base reward pool earned amount as appropriate.,Web3Bugs report 107.md; Code4rena report; GitHub issue 139; local JPEGd contracts,yes,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=Strategy reward accounting should call external reward APIs with the required function signature. | entities=extraReward.earned signature, balanceOfJPEG reward query | primary=Convex earned(address) API | counterpart=StrategyPUSDConvex balanceOfJPEG call | external_proxy=Convex reward pool | desync=balanceOfJPEG uses the wrong external call signature. | sink=external-call | impact=DoS | attacker=unprivileged | label_notes=External API/signature bug; not MV-SI/SV-SI synchronization. | strict_match=Not in MV-SI recall denominator."
107,107,WEB3BUGS-107-H-09,Code4rena,High,SC,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/167,2022-04-jpegd#h-09,2022-04-jpegd,H-09,jpegd,Bad debts should not continue to accrue interest,NFTVault accrues and collects interest over all totalDebtPortion without excluding positions that have become unrecoverable bad debt.,Bad debt keeps increasing totalFeeCollected; DAO collection mints stablecoin interest not backed by recoverable debt.,Track bad debt and exclude badDebtPortion from collectible interest accrual.,Web3Bugs report 107.md; Code4rena report; GitHub issue 167; local JPEGd contracts,yes,"sheet=107 | row=7 | abl=B0 | type=FP | finding=[single_var_cross_tx] totalFeeCollected tx-set -> accrue() • write contracts/vaults/NFTVault.sol:947 (NFTVault.('collect', [], [])) • read contracts/vaults/NFTVault.sol:946 (NFTVault.('collect', [], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=91 | abl=B2 | type=FP | finding=[multi_var_cross_contract] totalFeeCollected, positions, positionOwner tx-set -> accrue() • write contracts/vaults/NFTVault.sol:947 (NFTVault.('collect', [], [])) • write contracts/vaults/NFTVault.sol:865 (NFTVault.('liquidate', ['uint256'], [])) • read contracts/vaults/NFTVault.sol:946 (NFTVault.('collect', [], [])) • read contracts/vaults/NFTVault.sol:866 (NFTVault.('liquidate', ['uint256'], [])) | report= | comments=",MV-SI,Type-I-temporal-checkpoint,no,NA-no-strict-B0-match,FN7-bucket-adjacent-not-strict,"invariant=Collectible interest must remain synchronized with the performing debt portion, excluding debt that has become unrecoverable bad debt. | entities=totalDebtAmount, totalDebtPortion, totalFeeCollected, position debt/liquidation state, bad debt portion | primary=performing/recoverable debt portion | counterpart=totalFeeCollected and totalDebtAmount accrual | external_proxy=NFT collateral market value/liquidation state | desync=accrue advances totalDebtAmount and totalFeeCollected for all debt without synchronizing against bad-debt state before collect mints fees. | sink=mint | impact=loss | attacker=market-condition | label_notes=Borderline but classified MV-SI: the missing badDebtPortion counterpart lets fee accrual diverge from recoverable debt. B0 row 7 only touches totalFeeCollected collection; non-B0 row 91 also touches liquidation state but is outside the strict B0 numerator. | strict_match=B0 row 7 touches fee collection but omits bad-debt/recoverable-debt partitioning and the accrue/collect invariant. Non-B0 row 91 is a closer liquidation/fee adjacent row but cannot count as strict B0."
107,107,WEB3BUGS-107-M-01,Code4rena,Medium,,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/1,2022-04-jpegd#m-01,2022-04-jpegd,M-01,jpegd,"When _lpToken is jpeg, reward calculation is incorrect","LPFarming permits a pool whose staking token is the same JPEG token used for rewards, while reward accounting uses the contract token balance as lpSupply.","Minted/allocated JPEG rewards inflate lpSupply for the JPEG pool, reducing or corrupting users' reward distribution.",Reject jpeg as an lpToken or separate reward custody from staked-token balance accounting.,Web3Bugs report 107.md; Code4rena report; GitHub issue 1; local JPEGd contracts,yes,"sheet=107 | row=34 | abl=B0 | type=FP | finding=[single_var_cross_tx] userInfo tx-set -> deposit(uint256,uint256) • write contracts/farming/LPFarming.sol:226 (LPFarming.('deposit', ['uint256', 'uint256'], [])) • read contracts/farming/LPFarming.sol:221 (LPFarming.('deposit', ['uint256', 'uint256'], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=35 | abl=B0 | type=FP | finding=[single_var_cross_tx] userInfo tx-set -> deposit(uint256,uint256), pendingReward(uint256,address) • write contracts/farming/LPFarming.sol:226 (LPFarming.('deposit', ['uint256', 'uint256'], [])) • read contracts/farming/LPFarming.sol:185 (LPFarming.('pendingReward', ['uint256', 'address'], ['uint256'])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=39 | abl=B0 | type=FP | finding=[multi_var_cross_contract] userRewards, {TMP_1206, accRewardPerShare, user, userRewards} tx-set -> claim(uint256), claimAll() • write contracts/farming/LPFarming.sol:340 (LPFarming.('claim', ['uint256'], [])) • write contracts/farming/LPFarming.sol:357 (LPFarming.('claimAll', [], [])) • read contracts/farming/LPFarming.sol:336 (LPFarming.('claim', ['uint256'], [])) • read contracts/farming/LPFarming.sol:353 (LPFarming.('claimAll', [], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=40 | abl=B0 | type=FP | finding=[multi_var_cross_contract] userRewards, {TMP_1206, accRewardPerShare, user, userRewards} tx-set -> claim(uint256) • write contracts/farming/LPFarming.sol:340 (LPFarming.('claim', ['uint256'], [])) • read contracts/farming/LPFarming.sol:336 (LPFarming.('claim', ['uint256'], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=41 | abl=B0 | type=FP | finding=[multi_var_cross_contract] userRewards, {TMP_1206, accRewardPerShare, user, userRewards} tx-set -> claimAll() • write contracts/farming/LPFarming.sol:357 (LPFarming.('claimAll', [], [])) • read contracts/farming/LPFarming.sol:353 (LPFarming.('claimAll', [], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another.",MV-SI,Type-II-asset-utility,no,NA-no-strict-B0-match,FN7-bucket-adjacent-not-strict,"invariant=LPFarming pool supply used for reward shares must equal recorded staked LP amount, not include reward-token balances when lpToken == jpeg. | entities=pool.lpToken, jpeg reward token, pool.lpToken.balanceOf(address(this)), userInfo.amount, accRewardPerShare | primary=recorded user LP stake | counterpart=actual pool token balance used as lpSupply | external_proxy=JPEG reward-token balance | desync=add allows lpToken == jpeg, so reward funding changes the balance consumed as lpSupply without corresponding userInfo stake updates. | sink=reward | impact=underpayment | attacker=owner-misconfiguration | label_notes=MV-SI asset/reward accounting: reward token balance and staked LP accounting can collapse into the same balance. B0 LPFarming rows are adjacent but omit lpToken==jpeg identity. | strict_match=B0 LPFarming rows touch user/reward accounting but not the lpToken==jpeg reward-token/self-balance identity."
107,107,WEB3BUGS-107-M-02,Code4rena,Medium,,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/47,2022-04-jpegd#m-02,2022-04-jpegd,M-02,jpegd,NFTHelper Contract Allows Owner to Burn NFTs,NFT helper transfer functions do not reject address(0) as the recipient.,"The helper owner can transfer wrapped non-ERC721 NFTs to the zero address, permanently burning them.",Reject zero-address recipients in safeTransferFrom and transferFrom.,Web3Bugs report 107.md; Code4rena report; GitHub issue 47; local JPEGd contracts,yes,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=NFT helper transfers should reject the zero address as a recipient. | entities=transfer recipient address, helper owner permissions | primary=recipient address | counterpart=zero-address validation | external_proxy=underlying NFT ownership | desync=Owner transfer path accepts address(0). | sink=transfer | impact=loss | attacker=owner | label_notes=Missing zero-address validation / owner trust issue, not stale state synchronization. | strict_match=Not in MV-SI recall denominator."
107,107,WEB3BUGS-107-M-03,Code4rena,Medium,,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/14,2022-04-jpegd#m-03,2022-04-jpegd,M-03,jpegd,reward will be locked in the farm if no LP join the pool at epoch.startBlock,"LPFarming advances a pool's lastRewardBlock when lpSupply is zero, skipping the initial reward interval for later depositors.","If no LP is present at epoch.startBlock, the first block's rewards remain in the contract with no recovery path.",Provide a way to recover remaining rewards or avoid advancing the reward checkpoint in a way that strands rewards.,Web3Bugs report 107.md; Code4rena report; GitHub issue 14; local JPEGd contracts,yes,,SV-SI,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=The pool reward checkpoint should not skip funded reward intervals in a way that makes them unclaimable when supply is zero. | entities=pool.lastRewardBlock, epoch.startBlock/endBlock, pool.lpToken.balanceOf(address(this)) | primary=pool.lastRewardBlock | external_proxy=block.number/epoch schedule | desync=_updatePool sees lpSupply == 0 and advances lastRewardBlock, causing later reward calculation to omit an already-funded interval. | sink=reward | impact=underpayment | attacker=unprivileged | label_notes=Single reward-checkpoint stale/skip issue, analogous to zero-supply reward checkpoint SV-SI; not MV-SI. | strict_match=Not in MV-SI recall denominator."
107,107,WEB3BUGS-107-M-04,Code4rena,Medium,,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/78,2022-04-jpegd#m-04,2022-04-jpegd,M-04,jpegd,setDebtInterestApr should accrue debt first,NFTVault.setDebtInterestApr changes the debt APR without first checkpointing interest accrued under the old rate.,"The next accrue applies the new APR retroactively to the elapsed period, overcharging or undercharging borrowers.",Call accrue before updating settings.debtInterestApr.,Web3Bugs report 107.md; Code4rena report; GitHub issue 78; local JPEGd contracts,yes,"sheet=107 | row=7 | abl=B0 | type=FP | finding=[single_var_cross_tx] totalFeeCollected tx-set -> accrue() • write contracts/vaults/NFTVault.sol:947 (NFTVault.('collect', [], [])) • read contracts/vaults/NFTVault.sol:946 (NFTVault.('collect', [], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another.",MV-SI,Type-I-temporal-checkpoint,no,NA-no-strict-B0-match,FN7-bucket-adjacent-not-strict,"invariant=Debt rate configuration and the totalDebtAccruedAt/totalDebtAmount checkpoint must describe the same accrual period before interest is computed. | entities=settings.debtInterestApr, totalDebtAccruedAt, totalDebtAmount, totalFeeCollected | primary=elapsed debt-accrual period at old APR | counterpart=settings.debtInterestApr used by next accrue | external_proxy=block.timestamp | desync=setDebtInterestApr updates the rate without synchronizing the debt accrual checkpoint to the old rate first. | sink=accounting | impact=overpayment | attacker=privileged | label_notes=Clear temporal MV-SI: changing APR without accruing desynchronizes the rate and elapsed-time checkpoint. B0 row 7 is only a fee-collection adjacency. | strict_match=B0 row 7 touches totalFeeCollected but not debtInterestApr/totalDebtAccruedAt rate-change checkpointing."
