packet_row_id,source_pool,oracle_id,source_dataset,source_category,source_subcategory,reporting_time,bug_link,finding_slug,contest_slug,finding_id,project_slug,finding_title,source_root_cause,source_exploitation_method,source_fix_strategy,evidence_source,mvbench_b0_candidate_rows,mvbench_all_candidate_rows,annotator_2_semantic_label,annotator_2_mvsi_subtype,annotator_2_strict_b0_match,annotator_2_matched_b0_bucket_id,annotator_2_fn_reason,annotator_2_notes,c4_verdict,c4_reason
known-bug::WEB3BUGS-107-H-02,Web3Bugs-Code4rena-complement,WEB3BUGS-107-H-02,Code4rena,High,S2-1,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/10,2022-04-jpegd#h-02,2022-04-jpegd,H-02,jpegd,"Existing user's locked JPEG could be overwritten by new user, causing permanent loss of JPEG funds",JPEGLock indexes lock positions only by NFT index and lockFor overwrites an existing schedule without releasing the prior owner's locked JPEG.,"A second user finalizes a value proposal for the same NFT index, replacing the first user's lock schedule; the first user can no longer unlock their JPEG.",Release any existing lock before overwriting it or reject finalization while a lock exists.,Web3Bugs report 107.md; Code4rena report; GitHub issue 10; local JPEGd contracts,"sheet=107 | row=5 | abl=B0 | type=FP | finding=[multi_var_cross_contract] nftTypes, nftValueETH, {fallbackOracle, floorOracle, nftTypeValueETH, nftValueETH} tx-set -> finalizePendingNFTValueETH(uint256), getNFTInfo(uint256) • write contracts/vaults/NFTVault.sol:377 (NFTVault.('finalizePendingNFTValueETH', ['uint256'], [])) • write contracts/vaults/NFTVault.sol:378 (NFTVault.('finalizePendingNFTValueETH', ['uint256'], [])) • read contracts/vaults/NFTVault.sol:486 (NFTVault.('getNFTInfo', ['uint256'], ['NFTVault.NFTInfo'])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=6 | abl=B0 | type=FP | finding=[multi_var_cross_contract] nftTypes, nftValueETH, {fallbackOracle, floorOracle, nftTypeValueETH, nftValueETH} tx-set -> finalizePendingNFTValueETH(uint256), showPosition(uint256) • write contracts/vaults/NFTVault.sol:377 (NFTVault.('finalizePendingNFTValueETH', ['uint256'], [])) • write contracts/vaults/NFTVault.sol:378 (NFTVault.('finalizePendingNFTValueETH', ['uint256'], [])) • read contracts/vaults/NFTVault.sol:651 (NFTVault.('showPosition', ['uint256'], ['NFTVault.PositionPreview'])) • read contracts/vaults/NFTVault.sol:422 (NFTVault.('_getNFTValueETH', ['uint256'], ['uint256'])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=8 | abl=B0 | type=FP | finding=[single_var_cross_tx] pendingNFTValueETH tx-set -> finalizePendingNFTValueETH(uint256) • write contracts/vaults/NFTVault.sol:380 (NFTVault.('finalizePendingNFTValueETH', ['uint256'], [])) • read contracts/vaults/NFTVault.sol:364 (NFTVault.('finalizePendingNFTValueETH', ['uint256'], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another.","sheet=107 | row=5 | abl=B0 | type=FP | finding=[multi_var_cross_contract] nftTypes, nftValueETH, {fallbackOracle, floorOracle, nftTypeValueETH, nftValueETH} tx-set -> finalizePendingNFTValueETH(uint256), getNFTInfo(uint256) • write contracts/vaults/NFTVault.sol:377 (NFTVault.('finalizePendingNFTValueETH', ['uint256'], [])) • write contracts/vaults/NFTVault.sol:378 (NFTVault.('finalizePendingNFTValueETH', ['uint256'], [])) • read contracts/vaults/NFTVault.sol:486 (NFTVault.('getNFTInfo', ['uint256'], ['NFTVault.NFTInfo'])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=6 | abl=B0 | type=FP | finding=[multi_var_cross_contract] nftTypes, nftValueETH, {fallbackOracle, floorOracle, nftTypeValueETH, nftValueETH} tx-set -> finalizePendingNFTValueETH(uint256), showPosition(uint256) • write contracts/vaults/NFTVault.sol:377 (NFTVault.('finalizePendingNFTValueETH', ['uint256'], [])) • write contracts/vaults/NFTVault.sol:378 (NFTVault.('finalizePendingNFTValueETH', ['uint256'], [])) • read contracts/vaults/NFTVault.sol:651 (NFTVault.('showPosition', ['uint256'], ['NFTVault.PositionPreview'])) • read contracts/vaults/NFTVault.sol:422 (NFTVault.('_getNFTValueETH', ['uint256'], ['uint256'])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=8 | abl=B0 | type=FP | finding=[single_var_cross_tx] pendingNFTValueETH tx-set -> finalizePendingNFTValueETH(uint256) • write contracts/vaults/NFTVault.sol:380 (NFTVault.('finalizePendingNFTValueETH', ['uint256'], [])) • read contracts/vaults/NFTVault.sol:364 (NFTVault.('finalizePendingNFTValueETH', ['uint256'], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=128 | abl=B2 | type=FP | finding=[single_var_cross_tx] positions tx-set -> deposit(uint256,uint256), unlock(uint256) • write contracts/lock/JPEGLock.sol:56 (JPEGLock.('lockFor', ['address', 'uint256', 'uint256'], [])) • read contracts/lock/JPEGLock.sol:69 (JPEGLock.('unlock', ['uint256'], [])) | report= | comments=",,,,,,,Y,"a: JPEGLock schedule management is an economic decision boundary for JPEG recovery; b: overwriting a lock schedule without releasing prior JPEG permanently destroys the first user's funds, corrupting accounting; c: any user finalizing a value proposal for an already-locked NFT index triggers the loss."
known-bug::WEB3BUGS-107-H-03,Web3Bugs-Code4rena-complement,WEB3BUGS-107-H-03,Code4rena,High,L1,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/227,2022-04-jpegd#h-03,2022-04-jpegd,H-03,jpegd,Update initializer modifier to prevent reentrancy during initialization,The project depends on OpenZeppelin Initializable versions with a known initializer reentrancy vulnerability.,A reentrant initialization path can observe or mutate initialization state before the initializer guard has safely completed.,Upgrade OpenZeppelin contracts and contracts-upgradeable to 4.4.1 or later.,Web3Bugs report 107.md; Code4rena report; GitHub issue 227; local JPEGd contracts,,,SV-SI,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,a: Initializer guard enforces one-time initialization—a security decision boundary; b: documented OZ reentrancy vulnerability allows reentrant initialization to manipulate critical state mid-setup; c: the vulnerability is publicly documented and has a known exploit pattern.
known-bug::WEB3BUGS-107-H-04,Web3Bugs-Code4rena-complement,WEB3BUGS-107-H-04,Code4rena,High,L1,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/81,2022-04-jpegd#h-04,2022-04-jpegd,H-04,jpegd,Reentrancy issue in yVault.deposit,"yVault.deposit caches balanceBefore before safeTransferFrom, and callback-enabled tokens can reenter before the outer mint uses that stale balance.",An attacker splits a deposit and reenters during transferFrom so the outer call mints too many shares against stale balance/supply state.,Move safeTransferFrom after share calculation/effects or add reentrancy protection.,Web3Bugs report 107.md; Code4rena report; GitHub issue 81; local JPEGd contracts,,,SV-SI,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,a: Share minting accounting (balanceBefore/totalSupply) is an economic decision boundary; b: stale balanceBefore under reentrancy allows minting excess shares without corresponding deposits; c: any callback-enabled token can reenter deposit before the outer mint uses the stale balance.
known-bug::WEB3BUGS-107-H-05,Web3Bugs-Code4rena-complement,WEB3BUGS-107-H-05,Code4rena,High,O1,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/56,2022-04-jpegd#h-05,2022-04-jpegd,H-05,jpegd,yVaultLPFarming: No guarantee JPEG currentBalance > previousBalance,YVaultLPFarming assumes current claimable/local JPEG balance never falls below previousBalance when computing new rewards.,"Farm migration, strategy migration, or reward-token handling can reduce vault.balanceOfJPEG()+local JPEG and make deposits/withdrawals revert from underflow.",Treat currentBalance <= previousBalance as no new rewards or otherwise account for shortfalls explicitly.,Web3Bugs report 107.md; Code4rena report; GitHub issue 56; local JPEGd contracts,"sheet=107 | row=42 | abl=B0 | type=FP | finding=[multi_var_cross_contract] userPendingRewards, {TMP_1305, balanceOf, rewardShare, userLastAccRewardPerShare, userPendingRewards} tx-set -> claim() • write contracts/farming/yVaultLPFarming.sol:141 (YVaultLPFarming.('claim', [], [])) • read contracts/farming/yVaultLPFarming.sol:138 (YVaultLPFarming.('claim', [], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another.","sheet=107 | row=42 | abl=B0 | type=FP | finding=[multi_var_cross_contract] userPendingRewards, {TMP_1305, balanceOf, rewardShare, userLastAccRewardPerShare, userPendingRewards} tx-set -> claim() • write contracts/farming/yVaultLPFarming.sol:141 (YVaultLPFarming.('claim', [], [])) • read contracts/farming/yVaultLPFarming.sol:138 (YVaultLPFarming.('claim', [], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=171 | abl=B3 | type=FP | finding=[multi_var_cross_contract] {TMP_1305, balanceOf, rewardShare, userLastAccRewardPerShare, userPendingRewards} tx-set -> claim(), deposit(uint256) • write contracts/farming/yVaultLPFarming.sol:141 (YVaultLPFarming.('claim', [], [])) • read contracts/vaults/yVault/yVault.sol:147 (YVault.('deposit', ['uint256'], [])) | report= | comments= || sheet=107 | row=172 | abl=B3 | type=FP | finding=[multi_var_cross_contract] {TMP_1305, balanceOf, rewardShare, userLastAccRewardPerShare, userPendingRewards} tx-set -> claim(), withdraw(uint256) • write contracts/farming/yVaultLPFarming.sol:141 (YVaultLPFarming.('claim', [], [])) • read contracts/vaults/yVault/yVault.sol:169 (YVault.('withdraw', ['uint256'], [])) | report= | comments=",,,,,,,Y,"a: _computeUpdate in YVaultLPFarming is a liveness/economic decision boundary; b: balance decrease below previousBalance causes underflow revert in deposits/withdrawals, breaking liveness; c: strategy migration or reward-token handling can realistically reduce vault JPEG balance below previousBalance."
known-bug::WEB3BUGS-107-H-06,Web3Bugs-Code4rena-complement,WEB3BUGS-107-H-06,Code4rena,High,O1,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/80,2022-04-jpegd#h-06,2022-04-jpegd,H-06,jpegd,Setting new controller can break YVaultLPFarming,yVault.setController can change the controller.balanceOfJPEG source used by YVaultLPFarming without synchronizing the farm reward checkpoint.,"A new controller reports less JPEG than the previous one, so _computeUpdate underflows and farm withdrawals/deposits fail.",Perform a coordinated migration/accrual when replacing the controller or handle balance decreases in the farm.,Web3Bugs report 107.md; Code4rena report; GitHub issue 80; local JPEGd contracts,"sheet=107 | row=42 | abl=B0 | type=FP | finding=[multi_var_cross_contract] userPendingRewards, {TMP_1305, balanceOf, rewardShare, userLastAccRewardPerShare, userPendingRewards} tx-set -> claim() • write contracts/farming/yVaultLPFarming.sol:141 (YVaultLPFarming.('claim', [], [])) • read contracts/farming/yVaultLPFarming.sol:138 (YVaultLPFarming.('claim', [], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another.","sheet=107 | row=42 | abl=B0 | type=FP | finding=[multi_var_cross_contract] userPendingRewards, {TMP_1305, balanceOf, rewardShare, userLastAccRewardPerShare, userPendingRewards} tx-set -> claim() • write contracts/farming/yVaultLPFarming.sol:141 (YVaultLPFarming.('claim', [], [])) • read contracts/farming/yVaultLPFarming.sol:138 (YVaultLPFarming.('claim', [], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=171 | abl=B3 | type=FP | finding=[multi_var_cross_contract] {TMP_1305, balanceOf, rewardShare, userLastAccRewardPerShare, userPendingRewards} tx-set -> claim(), deposit(uint256) • write contracts/farming/yVaultLPFarming.sol:141 (YVaultLPFarming.('claim', [], [])) • read contracts/vaults/yVault/yVault.sol:147 (YVault.('deposit', ['uint256'], [])) | report= | comments= || sheet=107 | row=172 | abl=B3 | type=FP | finding=[multi_var_cross_contract] {TMP_1305, balanceOf, rewardShare, userLastAccRewardPerShare, userPendingRewards} tx-set -> claim(), withdraw(uint256) • write contracts/farming/yVaultLPFarming.sol:141 (YVaultLPFarming.('claim', [], [])) • read contracts/vaults/yVault/yVault.sol:169 (YVault.('withdraw', ['uint256'], [])) | report= | comments=",,,,,,,Y,"a: _computeUpdate uses controller.balanceOfJPEG as the reward checkpoint—an economic/liveness decision boundary; b: new controller reporting less JPEG causes underflow, breaking all farm withdrawals and deposits; c: admin calling setController is a routine protocol operation that triggers the inconsistency."
known-bug::WEB3BUGS-107-H-07,Web3Bugs-Code4rena-complement,WEB3BUGS-107-H-07,Code4rena,High,O1,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/57,2022-04-jpegd#h-07,2022-04-jpegd,H-07,jpegd,Controller: Strategy migration will fail,Controller strategy migration calls withdraw(address(jpeg)) even though StrategyPUSDConvex rejects JPEG in its generic withdraw path.,"setStrategy reverts during migration because the strategy blacklists JPEG, preventing controller migration.",Use the strategy's withdrawJPEG path during migration.,Web3Bugs report 107.md; Code4rena report; GitHub issue 57; local JPEGd contracts,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: Strategy migration path is a liveness decision boundary; b: strategy rejecting JPEG in generic withdraw causes setStrategy to permanently revert, blocking migration; c: any admin who calls setStrategy for migration exercises the broken path."
known-bug::WEB3BUGS-107-H-08,Web3Bugs-Code4rena-complement,WEB3BUGS-107-H-08,Code4rena,High,O5,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/139,2022-04-jpegd#h-08,2022-04-jpegd,H-08,jpegd,"StrategyPUSDConvex.balanceOfJPEG uses incorrect function signature while calling extraReward.earned, causing the function to unexpectedly revert everytime",balanceOfJPEG calls extraReward.earned() without the account argument required by Convex reward pools.,"Any path depending on balanceOfJPEG reverts, making yVaultLPFarming unusable and blocking reward accounting.",Call earned(address(this)) and include the base reward pool earned amount as appropriate.,Web3Bugs report 107.md; Code4rena report; GitHub issue 139; local JPEGd contracts,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: balanceOfJPEG gates reward computation for yVaultLPFarming—a liveness decision boundary; b: wrong function signature causes every balanceOfJPEG call to revert, making yVaultLPFarming completely unusable; c: any interaction with yVaultLPFarming triggers the revert."
known-bug::WEB3BUGS-107-H-09,Web3Bugs-Code4rena-complement,WEB3BUGS-107-H-09,Code4rena,High,SC,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/167,2022-04-jpegd#h-09,2022-04-jpegd,H-09,jpegd,Bad debts should not continue to accrue interest,NFTVault accrues and collects interest over all totalDebtPortion without excluding positions that have become unrecoverable bad debt.,Bad debt keeps increasing totalFeeCollected; DAO collection mints stablecoin interest not backed by recoverable debt.,Track bad debt and exclude badDebtPortion from collectible interest accrual.,Web3Bugs report 107.md; Code4rena report; GitHub issue 167; local JPEGd contracts,"sheet=107 | row=7 | abl=B0 | type=FP | finding=[single_var_cross_tx] totalFeeCollected tx-set -> accrue() • write contracts/vaults/NFTVault.sol:947 (NFTVault.('collect', [], [])) • read contracts/vaults/NFTVault.sol:946 (NFTVault.('collect', [], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another.","sheet=107 | row=7 | abl=B0 | type=FP | finding=[single_var_cross_tx] totalFeeCollected tx-set -> accrue() • write contracts/vaults/NFTVault.sol:947 (NFTVault.('collect', [], [])) • read contracts/vaults/NFTVault.sol:946 (NFTVault.('collect', [], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=91 | abl=B2 | type=FP | finding=[multi_var_cross_contract] totalFeeCollected, positions, positionOwner tx-set -> accrue() • write contracts/vaults/NFTVault.sol:947 (NFTVault.('collect', [], [])) • write contracts/vaults/NFTVault.sol:865 (NFTVault.('liquidate', ['uint256'], [])) • read contracts/vaults/NFTVault.sol:946 (NFTVault.('collect', [], [])) • read contracts/vaults/NFTVault.sol:866 (NFTVault.('liquidate', ['uint256'], [])) | report= | comments=",,,,,,,Y,"a: totalFeeCollected governs DAO stablecoin minting—an economic/accounting decision boundary; b: bad debt continuously inflates totalFeeCollected, causing the DAO to mint unbacked stablecoin interest; c: bad debts accrue naturally in any lending protocol and are a realistic operational scenario."
known-bug::WEB3BUGS-107-M-01,Web3Bugs-Code4rena-complement,WEB3BUGS-107-M-01,Code4rena,Medium,,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/1,2022-04-jpegd#m-01,2022-04-jpegd,M-01,jpegd,"When _lpToken is jpeg, reward calculation is incorrect","LPFarming permits a pool whose staking token is the same JPEG token used for rewards, while reward accounting uses the contract token balance as lpSupply.","Minted/allocated JPEG rewards inflate lpSupply for the JPEG pool, reducing or corrupting users' reward distribution.",Reject jpeg as an lpToken or separate reward custody from staked-token balance accounting.,Web3Bugs report 107.md; Code4rena report; GitHub issue 1; local JPEGd contracts,"sheet=107 | row=34 | abl=B0 | type=FP | finding=[single_var_cross_tx] userInfo tx-set -> deposit(uint256,uint256) • write contracts/farming/LPFarming.sol:226 (LPFarming.('deposit', ['uint256', 'uint256'], [])) • read contracts/farming/LPFarming.sol:221 (LPFarming.('deposit', ['uint256', 'uint256'], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=35 | abl=B0 | type=FP | finding=[single_var_cross_tx] userInfo tx-set -> deposit(uint256,uint256), pendingReward(uint256,address) • write contracts/farming/LPFarming.sol:226 (LPFarming.('deposit', ['uint256', 'uint256'], [])) • read contracts/farming/LPFarming.sol:185 (LPFarming.('pendingReward', ['uint256', 'address'], ['uint256'])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=39 | abl=B0 | type=FP | finding=[multi_var_cross_contract] userRewards, {TMP_1206, accRewardPerShare, user, userRewards} tx-set -> claim(uint256), claimAll() • write contracts/farming/LPFarming.sol:340 (LPFarming.('claim', ['uint256'], [])) • write contracts/farming/LPFarming.sol:357 (LPFarming.('claimAll', [], [])) • read contracts/farming/LPFarming.sol:336 (LPFarming.('claim', ['uint256'], [])) • read contracts/farming/LPFarming.sol:353 (LPFarming.('claimAll', [], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=40 | abl=B0 | type=FP | finding=[multi_var_cross_contract] userRewards, {TMP_1206, accRewardPerShare, user, userRewards} tx-set -> claim(uint256) • write contracts/farming/LPFarming.sol:340 (LPFarming.('claim', ['uint256'], [])) • read contracts/farming/LPFarming.sol:336 (LPFarming.('claim', ['uint256'], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=41 | abl=B0 | type=FP | finding=[multi_var_cross_contract] userRewards, {TMP_1206, accRewardPerShare, user, userRewards} tx-set -> claimAll() • write contracts/farming/LPFarming.sol:357 (LPFarming.('claimAll', [], [])) • read contracts/farming/LPFarming.sol:353 (LPFarming.('claimAll', [], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another.","sheet=107 | row=34 | abl=B0 | type=FP | finding=[single_var_cross_tx] userInfo tx-set -> deposit(uint256,uint256) • write contracts/farming/LPFarming.sol:226 (LPFarming.('deposit', ['uint256', 'uint256'], [])) • read contracts/farming/LPFarming.sol:221 (LPFarming.('deposit', ['uint256', 'uint256'], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=35 | abl=B0 | type=FP | finding=[single_var_cross_tx] userInfo tx-set -> deposit(uint256,uint256), pendingReward(uint256,address) • write contracts/farming/LPFarming.sol:226 (LPFarming.('deposit', ['uint256', 'uint256'], [])) • read contracts/farming/LPFarming.sol:185 (LPFarming.('pendingReward', ['uint256', 'address'], ['uint256'])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=39 | abl=B0 | type=FP | finding=[multi_var_cross_contract] userRewards, {TMP_1206, accRewardPerShare, user, userRewards} tx-set -> claim(uint256), claimAll() • write contracts/farming/LPFarming.sol:340 (LPFarming.('claim', ['uint256'], [])) • write contracts/farming/LPFarming.sol:357 (LPFarming.('claimAll', [], [])) • read contracts/farming/LPFarming.sol:336 (LPFarming.('claim', ['uint256'], [])) • read contracts/farming/LPFarming.sol:353 (LPFarming.('claimAll', [], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=40 | abl=B0 | type=FP | finding=[multi_var_cross_contract] userRewards, {TMP_1206, accRewardPerShare, user, userRewards} tx-set -> claim(uint256) • write contracts/farming/LPFarming.sol:340 (LPFarming.('claim', ['uint256'], [])) • read contracts/farming/LPFarming.sol:336 (LPFarming.('claim', ['uint256'], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another. || sheet=107 | row=41 | abl=B0 | type=FP | finding=[multi_var_cross_contract] userRewards, {TMP_1206, accRewardPerShare, user, userRewards} tx-set -> claimAll() • write contracts/farming/LPFarming.sol:357 (LPFarming.('claimAll', [], [])) • read contracts/farming/LPFarming.sol:353 (LPFarming.('claimAll', [], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another.",,,,,,,Y,"a: accJpegPerShare calculation governs reward distribution—an economic decision boundary; b: JPEG staking pool inflates lpSupply with reward mints, corrupting reward distribution for the entire pool; c: admin creating a pool with JPEG as the LP token triggers the accounting corruption."
known-bug::WEB3BUGS-107-M-02,Web3Bugs-Code4rena-complement,WEB3BUGS-107-M-02,Code4rena,Medium,,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/47,2022-04-jpegd#m-02,2022-04-jpegd,M-02,jpegd,NFTHelper Contract Allows Owner to Burn NFTs,NFT helper transfer functions do not reject address(0) as the recipient.,"The helper owner can transfer wrapped non-ERC721 NFTs to the zero address, permanently burning them.",Reject zero-address recipients in safeTransferFrom and transferFrom.,Web3Bugs report 107.md; Code4rena report; GitHub issue 47; local JPEGd contracts,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: NFT ownership transfer is a security decision boundary; b: missing zero-address check allows burning non-ERC721 NFTs by transferring to address(0), destroying legitimate assets; c: any NFT helper owner can accidentally or maliciously send to zero address."
known-bug::WEB3BUGS-107-M-03,Web3Bugs-Code4rena-complement,WEB3BUGS-107-M-03,Code4rena,Medium,,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/14,2022-04-jpegd#m-03,2022-04-jpegd,M-03,jpegd,reward will be locked in the farm if no LP join the pool at epoch.startBlock,"LPFarming advances a pool's lastRewardBlock when lpSupply is zero, skipping the initial reward interval for later depositors.","If no LP is present at epoch.startBlock, the first block's rewards remain in the contract with no recovery path.",Provide a way to recover remaining rewards or avoid advancing the reward checkpoint in a way that strands rewards.,Web3Bugs report 107.md; Code4rena report; GitHub issue 14; local JPEGd contracts,,,SV-SI,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: lastRewardBlock advancement controls reward-period accounting—an economic decision boundary; b: advancing the checkpoint when lpSupply is zero permanently strands the initial epoch's rewards, corrupting reward accounting; c: any epoch where no LP is present at startBlock triggers the loss."
known-bug::WEB3BUGS-107-M-04,Web3Bugs-Code4rena-complement,WEB3BUGS-107-M-04,Code4rena,Medium,,2022-06-10,https://github.com/code-423n4/2022-04-jpegd-findings/issues/78,2022-04-jpegd#m-04,2022-04-jpegd,M-04,jpegd,setDebtInterestApr should accrue debt first,NFTVault.setDebtInterestApr changes the debt APR without first checkpointing interest accrued under the old rate.,"The next accrue applies the new APR retroactively to the elapsed period, overcharging or undercharging borrowers.",Call accrue before updating settings.debtInterestApr.,Web3Bugs report 107.md; Code4rena report; GitHub issue 78; local JPEGd contracts,"sheet=107 | row=7 | abl=B0 | type=FP | finding=[single_var_cross_tx] totalFeeCollected tx-set -> accrue() • write contracts/vaults/NFTVault.sol:947 (NFTVault.('collect', [], [])) • read contracts/vaults/NFTVault.sol:946 (NFTVault.('collect', [], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another.","sheet=107 | row=7 | abl=B0 | type=FP | finding=[single_var_cross_tx] totalFeeCollected tx-set -> accrue() • write contracts/vaults/NFTVault.sol:947 (NFTVault.('collect', [], [])) • read contracts/vaults/NFTVault.sol:946 (NFTVault.('collect', [], [])) | report= | comments=Note: if we want to ""hit"" this report's bugs, we must model invariants involving external balance-derived supply and monotonic snapshot variables, not just mapping read/write pairs to one another.",,,,,,,Y,"a: Debt APR governs interest accrual—an economic decision boundary; b: retroactive APR application over elapsed time overcharges or undercharges borrowers, corrupting interest accounting; c: any admin call to setDebtInterestApr triggers retroactive rate application."
